,Y,Pais,edad,genero,Antiguedad,nombre_estado,Tiene_creditos,Creditos,saldo_actual,saldo_vencido,mop_historico,numero_pagos_vencidos,Promedio de limite_credito,Promedio de credito_maximo,Promedio de cantidad_cuotas,Promedio de valor_cuota,ahorro_impacto,bienestar_financiero_impacto,coaching_impacto,gestion_de_gastos_impacto,score,perfil_usuario,sistema_operativo,Desinstalaciones,Tiene_ahorro,monto_ahorro,monto_bloqueado,monto_total,Tiene_seguros,Seguros,Activo_saldo_actual,Activo_saldo_vencido,%_Activo,Activos_pagos_vencidos,Activos_garantia,Autos_saldo_actual,Autos_saldo_vencido,%_Autos,Autos_pagos_vencidos,Autos_garantia,Comunicaciones_saldo_actual,Comunicaciones_saldo_vencido,%_comunicaciones,Comunicaciones_pagos_vencidos,Comunicaciones_garantia,Consumo_saldo_actual,Consumo_saldo_vencido,%_consumo,consumo_pagos_vencidos,consumo_garantia,Educacion_saldo_actual,Educacion_saldo_vencido,%_educuacion,Educacion_pagos_vencidos,Educacion_garantia,Libranza_saldo_actual,Libranza_saldo_vencido,%_libranza,Libranza_pagos_vencidos,Libranza_garantia,Microcredito_saldo_actual,Microcredito_saldo_vencido,%_microcredito,microcredito_pagos_vencidos,microcredito_garantia,Otros_saldo_actual,Otros_saldo_vencido,%_otro,Otros_pagos_vencidos,Otros_garantia,Tarjeta_credito_saldo_actual,Tarjeta_credito_saldo_vencido,%_tarjeta,Tarjeta_pagos_vencidos,Tarjeta_garantia,Vivienda_saldo_actual,Vivienda_saldo_vencido,%_vivienda,Vivienda_pagos_vencidos,Vivienda_garantia,Garantia
7644,0,CO,32.0,MASCULINO,de 6 meses a 1 año,,1,2,196000.0,196000.0,,1.0,,-1.0,1.0,196000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,196000.0,196000.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7647,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,6,10918000.0,0.0,N,,1533333.0,1046667.0,9.0,324333.0,0.0,0.0,0.0,0.0,727.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,4639000.0,0.0,0.424894669353361,,1.0,,,,,,,,,,,,,,,,,,,,,6279000.0,0.0,0.575105330646638,,,,,,,,1.0
7649,0,CO,57.0,MASCULINO,Menos de 6 meses,,1,21,1024000.0,371000.0,N,,55286.0,35381.0,12.0,30619.0,0.0,0.0,0.0,0.0,385.0,Bajo,,,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,1.0,,,,,,1024000.0,371000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
7651,0,CO,34.0,MASCULINO,Menos de 6 meses,,1,7,318000.0,318000.0,N,,0.0,47000.0,1.0,0.0,0.0,0.0,0.0,0.0,393.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,318000.0,318000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7653,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,2,920000.0,153000.0,6,,0.0,407500.0,8.0,35000.0,0.0,0.0,0.0,0.0,342.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,153000.0,153000.0,0.166304347826086,,1.0,767000.0,0.0,0.833695652173913,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7656,0,CO,37.0,FEMENINO,Menos de 6 meses,,1,3,3169000.0,2621000.0,N,,0.0,1435667.0,24.0,131333.0,0.0,0.0,0.0,0.0,305.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,130000.0,130000.0,0.0410224045440201,,1.0,,,,,,,,,,,3039000.0,2491000.0,0.958977595455979,,1.0,,,,,,,,,,,,,,,,,,,,,2.0
7658,0,CO,27.0,FEMENINO,Menos de 6 meses,,1,7,1058000.0,1120000.0,N,2.0,,-1.0,-0.33,95166.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,549000.0,549000.0,0.518903591682419,0.0,1.0,,,,,,,,,,,,,,,,,,,,,509000.0,571000.0,0.48109640831758,2.0,1.0,,,,,,,,,,,2.0
7659,0,CO,31.0,MASCULINO,Menos de 6 meses,,1,2,2274000.0,1271000.0,6,,0.0,1219500.0,12.5,291000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,439000.0,571000.0,0.193051890941073,,1.0,,,,,,,,,,,1835000.0,700000.0,0.806948109058927,,1.0,,,,,,,,,,,,,,,,2.0
7690,0,CO,33.0,MASCULINO,Menos de 6 meses,,1,4,2551000.0,2551000.0,6,11.0,,164000.0,2.25,129500.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,2.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,571000.0,571000.0,0.223833790670325,0.0,1.0,1980000.0,1980000.0,0.776166209329674,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7698,0,CO,27.0,FEMENINO,Menos de 6 meses,,1,11,572000.0,283000.0,N,1.0,,-1.0,0.82,46091.0,0.0,0.0,0.0,0.0,433.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,80000.0,0.0,0.139860139860139,0.0,1.0,,,,,,,,,,,,,,,,,,,,,492000.0,283000.0,0.86013986013986,1.0,1.0,,,,,,,,,,,2.0
7713,0,CO,34.0,MASCULINO,Menos de 6 meses,,1,5,483999.0,420999.0,N,6.0,,-1.0,0.4,15200.0,0.0,0.0,0.0,0.0,333.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,421000.0,421000.0,0.869836507926669,6.0,1.0,,,,,,62999.0,-1.0,0.13016349207333,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7725,0,CO,28.0,MASCULINO,Menos de 6 meses,,1,6,406000.0,406000.0,N,,0.0,8500.0,,8500.0,0.0,0.0,0.0,0.0,150.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,406000.0,406000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7730,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,3,530000.0,530000.0,N,1.0,,101999.0,-0.33,112333.0,0.0,0.0,0.0,0.0,212.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,224000.0,224000.0,0.422641509433962,0.0,1.0,306000.0,306000.0,0.577358490566037,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7731,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,5,309000.0,188000.0,N,,0.0,32600.0,,32600.0,0.0,0.0,0.0,0.0,381.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,309000.0,188000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7739,0,CO,,DESCONOCIDO,mas de 1 año,,1,10,3611000.0,2278000.0,N,1.0,,233700.0,2.3,71700.0,0.0,0.0,0.0,0.0,295.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,1972000.0,1972000.0,0.54610911104957,0.0,1.0,1639000.0,306000.0,0.453890888950429,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7740,0,CO,23.0,FEMENINO,Menos de 6 meses,,1,2,302000.0,564000.0,,1.0,,-1.0,0.0,104000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,94000.0,94000.0,0.311258278145695,0.0,1.0,,,,,,,,,,,,,,,,,,,,,208000.0,470000.0,0.688741721854304,1.0,1.0,,,,,,,,,,,2.0
7744,0,CO,26.0,MASCULINO,Menos de 6 meses,,1,3,9336000.0,9336000.0,N,,0.0,3334667.0,20.0,3112000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,9336000.0,9336000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7745,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,10,1232000.0,223000.0,N,,0.0,99000.0,21.5,28200.0,0.0,0.0,0.0,0.0,418.0,Bajo,ANDROID,2.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,147000.0,92000.0,0.119318181818181,,1.0,1085000.0,131000.0,0.880681818181818,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7749,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,14,1686999.0,958999.0,N,5.0,,147428.0,3.29,91286.0,0.0,0.0,0.0,0.0,425.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1686999.0,958999.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7751,0,CO,40.0,MASCULINO,Menos de 6 meses,,1,1,273000.0,273000.0,6,,0.0,273000.0,1.0,273000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,273000.0,273000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7755,0,CO,26.0,FEMENINO,Menos de 6 meses,,1,8,54000.0,68000.0,N,1.0,,-1.0,0.75,5000.0,0.0,0.0,0.0,0.0,325.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,14000.0,0.0,0.259259259259259,0.0,1.0,,,,,,,,,,,,,,,,,,,,,40000.0,68000.0,0.74074074074074,1.0,1.0,,,,,,,,,,,2.0
7758,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,4,594000.0,594000.0,6,,0.0,80750.0,1.0,89250.0,0.0,0.0,0.0,0.0,150.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,355000.0,355000.0,0.597643097643097,,1.0,239000.0,239000.0,0.402356902356902,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7759,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,9,638000.0,636000.0,N,,0.0,0.0,1.0,24667.0,0.0,0.0,0.0,0.0,294.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,300000.0,300000.0,0.470219435736677,,1.0,338000.0,336000.0,0.529780564263322,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7770,0,CO,57.0,MASCULINO,Menos de 6 meses,,1,4,236000.0,0.0,N,0.0,1499000.0,60500.0,-1.0,7667.0,0.0,0.0,0.0,0.0,820.0,Alto,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,236000.0,0.0,1.0,0.0,1.0,,,,,,2.0
7774,0,CO,43.0,FEMENINO,Menos de 6 meses,,1,3,90000.0,90000.0,N,,0.0,10000.0,,10000.0,0.0,0.0,0.0,0.0,425.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,90000.0,90000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7775,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,7,7837000.0,5486000.0,N,,0.0,876429.0,16.5,760143.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,265000.0,181000.0,0.0338139594232486,,1.0,4929000.0,2662000.0,0.628939645272425,,1.0,,,,,,,,,,,,,,,,,,,,,2643000.0,2643000.0,0.337246395304325,,,,,,,,2.0
7777,0,CO,34.0,MASCULINO,Menos de 6 meses,,1,6,393000.0,76000.0,N,,66667.0,116000.0,8.0,9833.0,0.0,0.0,0.0,0.0,275.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,76000.0,76000.0,0.193384223918575,,1.0,317000.0,0.0,0.806615776081425,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
7782,0,CO,49.0,MASCULINO,de 6 meses a 1 año,,1,13,9757000.0,631000.0,N,1.0,,1706167.0,15.25,65833.0,0.0,0.0,0.0,0.0,473.0,Sin registro,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,9757000.0,631000.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7786,0,CO,34.0,MASCULINO,Menos de 6 meses,,1,3,2775000.0,2775000.0,N,,0.0,0.0,23.0,48667.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,2775000.0,2775000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7794,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,16,327000.0,361000.0,N,1.0,,627500.0,7.69,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,237000.0,237000.0,0.724770642201834,0.0,1.0,90000.0,124000.0,0.275229357798165,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7797,0,CO,22.0,FEMENINO,Menos de 6 meses,,1,5,2250000.0,2250000.0,N,,0.0,571200.0,17.2,355400.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,2250000.0,2250000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7798,0,CO,28.0,MASCULINO,Menos de 6 meses,,1,3,380000.0,380000.0,N,,0.0,112667.0,1.0,79333.0,0.0,0.0,0.0,0.0,396.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,380000.0,380000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7801,0,CO,38.0,MASCULINO,Menos de 6 meses,,1,5,761000.0,959000.0,N,24.0,,302200.0,2.0,132200.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,100000.0,100000.0,0.131406044678055,23.0,1.0,661000.0,859000.0,0.868593955321944,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7806,0,CO,20.0,FEMENINO,Menos de 6 meses,,1,2,3796000.0,1119000.0,6,,0.0,1930500.0,16.5,62000.0,0.0,0.0,0.0,0.0,380.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,3796000.0,1119000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7817,0,CO,33.0,MASCULINO,de 6 meses a 1 año,,1,4,30000.0,0.0,N,0.0,,33333.0,-0.33,0.0,0.0,0.0,0.0,0.0,845.0,Alto,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,30000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7825,0,CO,27.0,MASCULINO,de 6 meses a 1 año,,1,5,896000.0,681000.0,N,31.0,,199999.0,4.8,157800.0,0.0,0.0,0.0,0.0,414.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681000.0,681000.0,0.760044642857142,31.0,1.0,215000.0,0.0,0.239955357142857,0.0,1.0,,,,,,,,,,,2.0
7841,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,6,7096000.0,2575000.0,6,11.0,,4292500.0,30.17,55833.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,227000.0,227000.0,0.0319898534385569,0.0,1.0,6869000.0,2348000.0,0.968010146561443,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7844,0,CO,31.0,MASCULINO,Menos de 6 meses,,1,12,1650000.0,1650000.0,N,,0.0,687333.0,10.43,137500.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,1650000.0,1650000.0,1.0,,1.0,,,,,,,,,,,,,,,,2.0
7845,0,CO,,DESCONOCIDO,Menos de 6 meses,,1,1,163000.0,163000.0,6,,0.0,61000.0,,61000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,163000.0,163000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7849,0,CO,20.0,MASCULINO,Menos de 6 meses,,1,4,361000.0,361000.0,N,,0.0,10000.0,1.0,86750.0,0.0,0.0,0.0,0.0,314.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,98000.0,98000.0,0.271468144044321,,1.0,,,,,,,,,,,,,,,,,,,,,263000.0,263000.0,0.728531855955678,,1.0,,,,,,,,,,,2.0
7857,0,CO,38.0,FEMENINO,Menos de 6 meses,,1,5,890000.0,161000.0,N,,200000.0,75000.0,1.0,15400.0,0.0,0.0,0.0,0.0,449.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,161000.0,161000.0,0.180898876404494,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,729000.0,0.0,0.819101123595505,,,,,,,,2.0
7858,0,CO,26.0,MASCULINO,Menos de 6 meses,,1,3,561000.0,652000.0,N,22.0,,-1.0,3.33,206333.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,486000.0,577000.0,0.866310160427807,0.0,1.0,,,,,,75000.0,75000.0,0.133689839572192,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7859,0,CO,24.0,FEMENINO,Menos de 6 meses,,1,3,410000.0,410000.0,N,,100000.0,100000.0,1.0,109333.0,0.0,0.0,0.0,0.0,405.0,Bajo,,,1,1000000.0,,,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,410000.0,410000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
7892,1,CO,35.0,MASCULINO,Menos de 6 meses,,1,16,8488000.0,7430000.0,N,,0.0,431000.0,1.17,494625.0,0.0,0.0,0.0,0.0,286.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,399000.0,399000.0,0.0470075400565504,,1.0,8089000.0,7031000.0,0.952992459943449,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
7893,0,CO,19.0,MASCULINO,Menos de 6 meses,,1,4,179000.0,179000.0,N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,305.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,179000.0,179000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7895,0,CO,33.0,OTRO,Menos de 6 meses,,1,3,261000.0,261000.0,N,0.0,0.0,105500.0,-1.0,70333.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,261000.0,261000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,2.0
7898,0,CO,20.0,FEMENINO,Menos de 6 meses,,1,1,72000.0,72000.0,N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,Joven,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,72000.0,72000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7900,0,CO,21.0,FEMENINO,Menos de 6 meses,,1,10,18842000.0,0.0,N,,160000.0,1794800.0,17.13,138600.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,17627000.0,0.0,0.935516399532958,,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,1215000.0,0.0,0.0644836004670417,,,,,,,,2.0
7901,0,CO,22.0,MASCULINO,Menos de 6 meses,ATLÁNTICO,1,2,894000.0,0.0,N,0.0,300000.0,400000.0,10.0,54000.0,0.0,0.0,0.0,0.0,729.0,Medio,,,1,200000.0,,,0,0,,,,,,,,,,,,,,,,600000.0,0.0,0.671140939597315,0.0,1.0,,,,,,,,,,,,,,,,,,,,,294000.0,0.0,0.328859060402684,0.0,1.0,,,,,,2.0
7909,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,8,1506999.0,813999.0,N,0.0,,9249.0,0.63,7875.0,0.0,0.0,0.0,0.0,416.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,693000.0,0.0,0.459854319744074,0.0,1.0,,,,,,813999.0,813999.0,0.540145680255925,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7915,0,CO,48.0,MASCULINO,Menos de 6 meses,,1,38,55247000.0,2431000.0,N,,39474.0,5208158.0,74.22,65395.0,0.0,0.0,1.0,0.0,220.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,144000.0,144000.0,0.00260647636975763,,1.0,53596000.0,1764000.0,0.970116024399514,,1.0,,,,,,,,,,,,,,,,,,,,,1507000.0,523000.0,0.0272774992307274,,,,,,,,2.0
7919,0,CO,,DESCONOCIDO,Menos de 6 meses,,1,5,297000.0,187000.0,N,35.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,297000.0,187000.0,1.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0
7922,0,CO,31.0,MASCULINO,Menos de 6 meses,,1,2,2950000.0,2950000.0,N,,0.0,2239500.0,18.5,89000.0,0.0,0.0,0.0,0.0,310.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,2950000.0,2950000.0,1.0,,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,2.0
7925,0,CO,19.0,FEMENINO,Menos de 6 meses,,1,5,1546000.0,1546000.0,N,,0.0,254000.0,1.0,269000.0,0.0,0.0,0.0,0.0,276.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,276000.0,276000.0,0.178525226390685,,1.0,1270000.0,1270000.0,0.821474773609314,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7928,0,CO,36.0,MASCULINO,Menos de 6 meses,,1,2,562000.0,202000.0,N,0.0,,180000.0,1.0,183000.0,0.0,0.0,0.0,0.0,461.0,Sin registro,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,202000.0,202000.0,0.359430604982206,0.0,1.0,360000.0,0.0,0.640569395017793,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7936,0,CO,27.0,FEMENINO,Menos de 6 meses,,1,4,1044000.0,1249000.0,N,1.0,,-1.0,0.5,312250.0,0.0,0.0,0.0,0.0,304.0,Bajo,ANDROID,4.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1044000.0,1249000.0,1.0,1.0,1.0,,,,,,,,,,,2.0
7941,0,CO,35.0,MASCULINO,Menos de 6 meses,,1,9,178000.0,178000.0,N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,178000.0,178000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7947,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,8,6350000.0,7368000.0,N,0.0,,19124.0,3.88,945375.0,0.0,0.0,0.0,0.0,152.0,Bajo,,,0,0.0,0.0,0.0,0,0,5776000.0,6856000.0,0.909606299212598,0.0,1.0,,,,,,574000.0,512000.0,0.0903937007874015,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7956,0,CO,31.0,MASCULINO,Menos de 6 meses,,1,4,265000.0,265000.0,N,0.0,,243000.0,5.0,0.0,0.0,0.0,0.0,0.0,413.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,265000.0,265000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7962,0,CO,23.0,MASCULINO,Menos de 6 meses,,1,3,664000.0,566000.0,N,,0.0,173333.0,1.0,221333.0,0.0,0.0,0.0,0.0,382.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,664000.0,566000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7968,0,CO,38.0,FEMENINO,de 6 meses a 1 año,"Bogotá, d.c.",1,8,76998.0,76998.0,N,0.0,,85714.0,0.71,0.0,0.0,0.0,0.0,0.0,560.0,Medio,,,1,200000.0,,,0,0,,,,,,,,,,,77000.0,77000.0,1.00002597470064,0.0,1.0,-2.0,-2.0,-2.59747006415751e-05,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7970,0,CO,27.0,FEMENINO,Menos de 6 meses,,1,2,510000.0,510000.0,N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,510000.0,510000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
7974,0,CO,39.0,FEMENINO,Menos de 6 meses,,1,4,887000.0,640000.0,N,,0.0,224750.0,4.5,101250.0,0.0,0.0,0.0,0.0,150.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,389000.0,389000.0,0.438556933483652,,1.0,498000.0,251000.0,0.561443066516347,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
7975,1,CO,20.0,MASCULINO,Menos de 6 meses,,1,11,6637000.0,0.0,N,,145455.0,933545.0,13.29,25091.0,0.0,0.0,1.0,0.0,667.0,Medio,,,1,110000.0,,,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,5238000.0,0.0,0.789211993370498,,1.0,,,,,,,,,,,,,,,,,,,,,1399000.0,0.0,0.210788006629501,,,,,,,,2.0
7978,0,CO,37.0,MASCULINO,Menos de 6 meses,,1,3,720000.0,486000.0,N,,0.0,102000.0,1.0,102000.0,0.0,0.0,0.0,0.0,199.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,414000.0,414000.0,0.575,,1.0,306000.0,72000.0,0.425,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
