Creditos;saldo_actual;saldo_vencido;Promedio de limite_credito;Promedio de credito_maximo;Promedio de cantidad_cuotas;Promedio de valor_cuota;coaching_impacto;Comunicaciones_saldo_actual;Comunicaciones_pagos_vencidos;Consumo_saldo_actual;perfil_usuario_Alto;perfil_usuario_Joven;perfil_usuario_Sin registro
4;105101000;0.0;13475500.0;23625000.0;48;896500.0;0;0.0;0;77308000.0;0;0;1
1;7012000;0.0;0.0;7000000.0;24;382000.0;0;0.0;0;7012000.0;1;0;0
3;37236000;0.0;0.0;12832000.0;57;269000.0;0;0.0;0;15209000.0;0;0;1
1;59535000;0.0;0.0;59600000.0;48;1911000.0;0;0.0;0;59535000.0;1;0;0
1;5367000;5367000.0;0.0;4845000.0;1;5367000.0;0;0.0;0;5367000.0;0;0;0
1;42123000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;0
1;39686000;0.0;0.0;45630000.0;84;993000.0;0;0.0;0;39686000.0;1;0;0
2;100567000;4263000.0;0.0;58350000.0;59;1405000.0;0;0.0;0;85451000.0;0;0;1
1;24605000;0.0;0.0;25000000.0;60;729000.0;0;0.0;0;24605000.0;1;0;0
1;7246000;0.0;0.0;9358000.0;72;389000.0;0;0.0;0;7246000.0;1;0;0
1;5588000;0.0;0.0;5784000.0;60;170000.0;0;0.0;0;5588000.0;0;0;1
1;25743000;0.0;0.0;21593000.0;193;242000.0;0;0.0;0;25743000.0;0;0;0
1;4959000;0.0;0.0;5552000.0;48;297000.0;0;0.0;0;4959000.0;0;0;0
1;11430000;12204000.0;0.0;12550000.0;1;12204000.0;0;0.0;0;11430000.0;0;0;1
1;15157000;0.0;0.0;18275000.0;72;343000.0;0;0.0;0;0.0;0;0;1
3;141076000;0.0;2566666.66666666;64100666.666666605;105;713333.333333333;0;0.0;0;0.0;0;0;1
2;49296000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;1
3;24775000;0.0;1533333.33333333;6866666.66666666;36;452333.33333333296;0;0.0;0;9818000.0;0;0;1
3;51988000;0.0;2000000.0;17466666.666666597;60;492000.0;0;0.0;0;46298000.0;1;0;0
2;54751000;0.0;0.0;27536000.0;90;230500.0;0;0.0;0;29751000.0;1;0;0
1;11693000;0.0;0.0;22810000.0;54;461000.0;0;0.0;0;0.0;0;0;0
2;73855000;0.0;0.0;41400000.0;66;934500.0;0;0.0;0;73855000.0;1;0;0
1;15456000;0.0;0.0;15860000.0;72;369000.0;0;0.0;0;15456000.0;0;0;0
1;7195000;0.0;0.0;8962000.0;72;203000.0;0;0.0;0;7195000.0;1;0;0
2;28669000;946000.0;0.0;17659500.0;120;266500.0;0;0.0;0;28669000.0;0;0;1
1;9847000;0.0;0.0;11496000.0;60;287000.0;0;0.0;0;9847000.0;1;0;0
1;5269000;6489000.0;0.0;3500000.0;1;5269000.0;0;0.0;0;5269000.0;0;0;0
1;18204000;18204000.0;0.0;20400000.0;1;18204000.0;0;0.0;0;18204000.0;0;0;1
2;18732000;657000.0;0.0;7892500.0;21;458000.0;0;0.0;0;13811000.0;0;0;1
1;10943000;10943000.0;0.0;4661000.0;0;0.0;0;0.0;0;10943000.0;0;0;0
3;65908000;0.0;0.0;22266666.6666666;56;519333.33333333296;0;0.0;0;65908000.0;0;0;0
1;13563000;0.0;0.0;0.0;35;118000.0;0;0.0;0;0.0;0;0;0
1;7516000;7516000.0;0.0;13338000.0;24;556000.0;0;0.0;0;7516000.0;0;0;1
2;14906000;0.0;0.0;10150000.0;44;349000.0;0;0.0;0;14906000.0;1;0;0
1;85187000;0.0;0.0;90000000.0;120;1579000.0;0;0.0;0;85187000.0;0;0;1
1;9903000;0.0;0.0;9894000.0;36;404000.0;0;0.0;0;9903000.0;0;0;1
2;26147000;0.0;0.0;13581500.0;78;285000.0;0;0.0;0;26147000.0;0;0;1
2;14377000;0.0;2500000.0;4650000.0;60;169000.0;0;0.0;0;9321000.0;0;0;1
2;15585000;0.0;0.0;11000000.0;31;560500.0;0;0.0;0;0.0;0;0;0
1;6049000;1123000.0;0.0;6049000.0;38;367000.0;0;0.0;0;0.0;0;0;0
3;126348000;0.0;0.0;48718000.0;91;883666.6666666659;0;0.0;0;97920000.0;0;0;1
6;133113000;0.0;13426666.6666666;13333333.3333333;60;1136500.0;0;0.0;0;75344000.0;1;0;0
1;12527000;0.0;0.0;20000000.0;183;186000.0;0;0.0;0;0.0;0;0;1
1;5904000;0.0;0.0;6552000.0;48;278000.0;0;0.0;0;5904000.0;0;0;1
1;25198000;0.0;0.0;39633000.0;180;460000.0;0;0.0;0;0.0;1;0;0
3;22193000;0.0;1766666.66666666;6233333.33333333;60;236333.333333333;0;0.0;0;17633000.0;0;0;1
1;7224000;0.0;0.0;7604000.0;30;340000.0;0;0.0;0;7224000.0;1;0;0
5;119339000;0.0;0.0;24512400.0;62;606400.0;0;0.0;0;119339000.0;0;0;1
1;7347000;0.0;0.0;7500000.0;36;305000.0;0;0.0;0;7347000.0;0;0;0
1;49580000;0.0;0.0;51571000.0;84;925000.0;0;0.0;0;0.0;1;0;0
6;82556000;1284000.0;0.0;23887833.333333302;110;232500.0;0;0.0;0;44341000.0;0;0;0
1;4569000;5701000.0;0.0;3630000.0;1;4569000.0;0;0.0;0;4569000.0;0;0;0
3;16212000;0.0;0.0;5745333.33333333;32;334666.666666666;0;0.0;0;0.0;0;0;0
2;37569000;39492000.0;0.0;17493500.0;60;241500.0;0;0.0;0;17994000.0;0;0;0
1;64561000;0.0;0.0;65974000.0;180;302000.0;0;0.0;0;0.0;1;0;0
2;27805000;0.0;0.0;15231000.0;33;624000.0;0;0.0;0;27805000.0;1;0;0
1;57107000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;0
1;7761000;0.0;0.0;13305000.0;36;370000.0;0;0.0;0;7761000.0;0;0;1
1;10080000;0.0;0.0;12000000.0;72;273000.0;0;0.0;0;10080000.0;1;0;0
5;28868000;4414000.0;0.0;7605800.0;24;514200.0;0;0.0;0;0.0;0;0;0
1;22126000;0.0;0.0;23282000.0;60;665000.0;0;0.0;0;0.0;0;0;0
1;8504000;0.0;0.0;8895000.0;24;471000.0;0;0.0;0;8504000.0;0;0;1
3;35181000;54054000.0;0.0;12528333.3333333;42;3820000.0;0;0.0;0;22585000.0;0;0;0
1;4571000;0.0;4700000.0;0.0;3;488000.0;0;0.0;0;0.0;1;0;0
1;4618000;0.0;0.0;5200000.0;24;355000.0;0;0.0;0;0.0;0;0;1
1;4844000;5255000.0;0.0;0.0;3;5255000.0;0;0.0;0;0.0;0;0;0
1;6113000;636000.0;5020000.0;0.0;3;6921000.0;0;0.0;0;0.0;0;0;0
1;5400000;0.0;0.0;5400000.0;60;146000.0;0;0.0;0;5400000.0;0;0;0
2;69222000;0.0;0.0;38574000.0;131;547500.0;0;0.0;0;21701000.0;1;0;0
1;10516000;0.0;0.0;10653000.0;72;377000.0;0;0.0;0;10516000.0;0;0;0
1;9684000;0.0;0.0;10787000.0;240;164000.0;0;0.0;0;0.0;0;0;0
1;44842000;0.0;0.0;50000000.0;107;924000.0;0;0.0;0;44842000.0;0;0;1
2;55922000;0.0;3002000.0;24299000.0;72;719500.0;0;0.0;0;0.0;1;0;0
1;4729000;5821000.0;0.0;3000000.0;7;4729000.0;0;0.0;0;4729000.0;0;0;0
1;25972000;0.0;0.0;0.0;15;143000.0;0;0.0;0;0.0;1;0;0
1;13138000;0.0;0.0;15970000.0;108;357000.0;0;0.0;0;13138000.0;1;0;0
11;360534000;0.0;2090909.09090909;32219090.9090909;99;561818.1818181811;0;0.0;0;224273000.0;0;0;0
1;18563000;0.0;0.0;19200000.0;60;569000.0;0;0.0;0;18563000.0;1;0;0
1;20596000;0.0;0.0;23100000.0;36;1092000.0;0;0.0;0;0.0;0;0;1
1;15498000;0.0;0.0;16000000.0;36;754000.0;0;0.0;0;0.0;0;0;1
1;5250000;0.0;10500000.0;0.0;3;0.0;0;0.0;0;0.0;0;0;1
1;9621000;0.0;0.0;10000000.0;72;261000.0;0;0.0;0;9621000.0;0;0;1
1;25450000;0.0;0.0;25450000.0;120;397000.0;0;0.0;0;25450000.0;0;0;0
1;29002000;0.0;0.0;30000000.0;60;731000.0;0;0.0;0;29002000.0;1;0;0
2;60344000;0.0;0.0;50267000.0;104;659500.0;0;0.0;0;0.0;1;0;0
1;10238000;0.0;0.0;11000000.0;24;682000.0;0;0.0;0;0.0;1;0;0
1;5771000;0.0;0.0;6211000.0;24;376000.0;0;0.0;0;0.0;0;0;0
1;4930000;268000.0;0.0;5220000.0;32;282000.0;0;0.0;0;0.0;0;0;0
1;6282000;0.0;0.0;6345000.0;53;321000.0;0;0.0;0;6282000.0;0;0;1
1;8854000;0.0;0.0;8500000.0;85;220000.0;0;0.0;0;8854000.0;0;0;0
1;28280000;0.0;0.0;40000000.0;6;8678000.0;0;0.0;0;28280000.0;1;0;0
1;9754000;0.0;0.0;13320000.0;24;687000.0;0;0.0;0;9754000.0;0;0;1
2;15983000;0.0;0.0;8927000.0;48;332000.0;0;0.0;0;0.0;0;0;1
1;9182000;0.0;15000000.0;0.0;3;0.0;0;0.0;0;0.0;1;0;0
1;20652000;0.0;0.0;22920000.0;150;292000.0;0;0.0;0;0.0;0;0;0
1;5040000;0.0;0.0;5600000.0;20;280000.0;0;0.0;0;5040000.0;0;0;1
1;15856000;22374000.0;0.0;19100000.0;72;444000.0;0;0.0;0;15856000.0;0;0;1
1;8150000;0.0;0.0;12000000.0;36;408000.0;0;0.0;0;8150000.0;0;0;1
1;5787000;0.0;0.0;6056000.0;48;294000.0;0;0.0;0;5787000.0;0;0;1
1;5855000;0.0;0.0;6200000.0;51;195000.0;0;0.0;0;5855000.0;0;0;0
1;23477000;0.0;0.0;31000000.0;97;530000.0;0;0.0;0;0.0;0;0;1
1;9974000;0.0;0.0;10000000.0;48;352000.0;0;0.0;0;9974000.0;1;0;0
1;18971000;0.0;0.0;20140000.0;72;296000.0;0;0.0;0;0.0;0;0;0
1;7115000;5097000.0;0.0;7115000.0;64;211000.0;0;0.0;0;7115000.0;0;0;0
3;43712000;0.0;0.0;15812666.6666666;112;301333.333333333;0;0.0;0;43712000.0;0;0;0
1;35603000;0.0;0.0;37000000.0;107;685000.0;0;0.0;0;0.0;0;0;0
1;15483000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;1
2;15521000;0.0;0.0;9337000.0;33;533500.0;0;0.0;0;0.0;1;0;0
4;21503000;0.0;0.0;5625000.0;60;160500.0;0;0.0;0;21503000.0;0;0;1
1;11600000;0.0;0.0;17435000.0;96;362000.0;0;0.0;0;11600000.0;0;0;0
2;95844000;28532000.0;0.0;56400000.0;79;2677000.0;0;0.0;0;6631000.0;0;0;0
2;69040000;0.0;0.0;35900000.0;39;2073000.0;0;0.0;0;19274000.0;0;0;1
2;28768000;0.0;0.0;15500000.0;60;401500.0;0;0.0;0;28768000.0;0;0;1
1;19638000;0.0;0.0;22800000.0;36;914000.0;0;0.0;0;19638000.0;1;0;0
1;5200000;0.0;0.0;5200000.0;24;256000.0;0;0.0;0;5200000.0;1;0;0
1;6136000;0.0;5800000.0;0.0;3;190000.0;0;0.0;0;0.0;1;0;0
2;27444000;0.0;0.0;10977999.5;151;197000.0;0;0.0;0;0.0;0;0;0
3;31690000;0.0;2526666.66666666;9633333.33333333;54;439000.0;0;0.0;0;26970000.0;1;0;0
2;53597000;26624000.0;0.0;26539000.0;143;756000.0;0;0.0;0;6837000.0;0;0;1
2;30000000;0.0;0.0;30000000.0;0;26500.0;0;0.0;0;30000000.0;0;0;1
2;13362000;0.0;0.0;7530500.0;48;205000.0;0;0.0;0;13362000.0;0;0;0
1;29684000;0.0;0.0;30339000.0;60;916000.0;0;0.0;0;29684000.0;0;0;1
2;34972000;4415000.0;0.0;17712999.5;48;787000.0;0;0.0;0;28952000.0;0;0;0
2;95987000;0.0;0.0;49080000.0;153;363000.0;0;0.0;0;5234000.0;0;0;1
3;41912000;50326000.0;1798666.66666666;18266666.6666666;60;372000.0;0;0.0;0;36516000.0;0;0;0
4;57228000;0.0;0.0;25238000.0;93;56500.0;0;0.0;0;45766000.0;0;0;1
11;395890992;0.0;3378181.81818181;36150272.727272704;72;890090.9090909091;0;0.0;0;160416000.0;1;0;0
3;88899000;0.0;3300000.0;27843666.6666666;60;751333.333333333;0;0.0;0;78979000.0;1;0;0
1;6493000;0.0;0.0;9989000.0;24;521000.0;0;0.0;0;6493000.0;1;0;0
1;20306000;0.0;0.0;22000000.0;48;736000.0;0;0.0;0;20306000.0;1;0;0
1;5534000;5534000.0;0.0;1632000.0;60;27000.0;0;0.0;0;5534000.0;0;0;1
2;37001000;4147000.0;0.0;21773500.0;100;400500.0;0;0.0;0;37001000.0;0;0;0
1;65028000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;1;0;0
3;22112000;0.0;0.0;9020333.33333333;76;236333.333333333;0;0.0;0;13224000.0;1;0;0
2;57985000;0.0;0.0;31910500.0;39;985500.0;0;0.0;0;57985000.0;0;0;1
1;18501000;0.0;0.0;20300000.0;60;450000.0;0;0.0;0;18501000.0;1;0;0
1;21576000;0.0;0.0;21851000.0;60;475000.0;0;0.0;0;21576000.0;1;0;0
1;14473000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;1
1;9563000;0.0;0.0;10000000.0;60;293000.0;0;0.0;0;9563000.0;1;0;0
2;67612000;67612000.0;865000.0;11000000.0;72;2352500.0;0;0.0;0;0.0;0;0;0
1;13791000;8329000.0;0.0;19663000.0;53;445000.0;0;0.0;0;13791000.0;0;0;1
1;23285000;0.0;0.0;26000000.0;60;664000.0;0;0.0;0;23285000.0;1;0;0
1;6837000;0.0;0.0;7050000.0;60;208000.0;0;0.0;0;6837000.0;1;0;0
1;6711000;0.0;0.0;7108000.0;36;404000.0;0;0.0;0;0.0;1;0;0
1;9422000;0.0;0.0;15000000.0;32;701000.0;0;0.0;0;0.0;1;0;0
1;13554000;0.0;0.0;13644000.0;71;357000.0;0;0.0;0;13554000.0;1;0;0
1;4945000;9582000.0;0.0;4945000.0;1;9582000.0;0;0.0;0;4945000.0;0;0;1
1;4690000;0.0;6900000.0;0.0;3;161000.0;0;0.0;0;0.0;0;0;1
1;57368000;0.0;0.0;52400000.0;360;491000.0;0;0.0;0;0.0;1;0;0
2;13651000;0.0;0.0;7576500.0;69;184500.0;0;0.0;0;13651000.0;1;0;0
1;80935000;0.0;0.0;71960000.0;377;756000.0;0;0.0;0;0.0;0;0;1
1;21475000;0.0;0.0;25571000.0;72;553000.0;0;0.0;0;0.0;0;0;0
1;5382000;0.0;0.0;5500000.0;24;340000.0;0;0.0;0;5382000.0;0;0;1
1;13034000;0.0;0.0;14400000.0;60;372000.0;0;0.0;0;13034000.0;0;0;1
1;11507000;0.0;0.0;12533000.0;24;968000.0;0;0.0;0;0.0;0;0;0
2;43351000;0.0;0.0;24135000.0;56;745000.0;0;0.0;0;36808000.0;0;0;1
1;15337000;0.0;0.0;15800000.0;60;0.0;0;0.0;0;15337000.0;1;0;0
2;41901000;0.0;2500000.0;18904000.0;120;457000.0;0;0.0;0;0.0;0;0;1
1;4874000;0.0;5850000.0;0.0;3;218000.0;0;0.0;0;0.0;0;0;1
3;148529000;0.0;0.0;48918000.0;88;1054666.66666666;0;0.0;0;148529000.0;1;0;0
7;223114000;0.0;885714.285714285;35291285.71428571;69;643714.285714285;0;0.0;0;218224000.0;1;0;0
1;9908000;0.0;0.0;10200000.0;96;178000.0;0;0.0;0;9908000.0;0;0;0
1;18474000;0.0;0.0;20000000.0;48;643000.0;0;0.0;0;18474000.0;0;0;1
2;22606000;0.0;0.0;17700000.0;54;590000.0;0;0.0;0;22606000.0;0;0;1
1;57890000;0.0;0.0;60000000.0;108;845000.0;0;0.0;0;0.0;0;0;1
1;11444000;11444000.0;0.0;3182000.0;60;53000.0;0;0.0;0;11444000.0;0;0;0
1;6622000;0.0;0.0;6959000.0;72;168000.0;0;0.0;0;6622000.0;1;0;0
1;5875000;0.0;9097000.0;0.0;3;430000.0;0;0.0;0;0.0;0;0;0
2;59764000;0.0;6600000.0;52000000.0;96;551500.0;0;0.0;0;0.0;0;0;0
2;11792000;0.0;0.0;5983500.0;66;148500.0;0;0.0;0;11792000.0;0;0;1
1;6732000;0.0;0.0;7024000.0;36;395000.0;0;0.0;0;0.0;0;0;0
1;4964000;0.0;0.0;52915000.0;48;1246000.0;0;0.0;0;4964000.0;1;0;0
1;5122000;0.0;0.0;5298000.0;24;287000.0;0;0.0;0;5122000.0;0;0;0
3;15711000;16024000.0;0.0;1150000.0;14;5237000.0;0;0.0;0;4518000.0;0;0;0
1;10438000;0.0;0.0;52048000.0;64;1285000.0;0;0.0;0;10438000.0;0;0;0
1;8883000;0.0;0.0;8200000.0;60;257000.0;0;0.0;0;8883000.0;0;0;0
1;6156000;0.0;0.0;6790000.0;48;323000.0;0;0.0;0;0.0;0;0;1
1;6789000;0.0;0.0;8302000.0;36;278000.0;0;0.0;0;0.0;0;0;1
1;6603000;0.0;6867000.0;0.0;3;312000.0;0;0.0;0;0.0;1;0;0
1;15183000;0.0;0.0;15489000.0;60;367000.0;0;0.0;0;15183000.0;1;0;0
1;4900000;0.0;0.0;5143000.0;76;67000.0;0;0.0;0;4900000.0;0;0;0
1;5986000;0.0;6200000.0;0.0;3;0.0;0;0.0;0;0.0;0;0;0
1;82613000;0.0;0.0;85000000.0;240;805000.0;0;0.0;0;0.0;0;0;1
1;12309000;0.0;0.0;20000000.0;60;564000.0;0;0.0;0;12309000.0;1;0;0
1;107511000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;1;0;0
1;39723000;0.0;0.0;0.0;11;324000.0;0;0.0;0;0.0;0;0;0
1;26615000;0.0;0.0;31629000.0;204;323000.0;0;0.0;0;0.0;0;0;0
1;13202000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;1
1;4960000;0.0;0.0;5000000.0;60;149000.0;0;0.0;0;4960000.0;0;0;1
1;5653000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;1;0;0
1;5231000;5231000.0;0.0;5231000.0;1;5231000.0;0;0.0;0;5231000.0;0;0;0
1;8838000;0.0;0.0;10000000.0;48;356000.0;0;0.0;0;8838000.0;1;0;0
2;57570000;0.0;0.0;21876500.0;42;460500.0;0;0.0;0;41368000.0;0;0;1
1;30961000;0.0;0.0;0.0;35;223000.0;0;0.0;0;0.0;0;0;0
1;24843000;0.0;0.0;25160000.0;120;272000.0;0;0.0;0;0.0;0;0;1
2;13031000;0.0;0.0;6589000.0;72;166000.0;0;0.0;0;5660000.0;0;0;0
1;18831000;0.0;0.0;20000000.0;48;659000.0;0;0.0;0;18831000.0;0;0;1
4;28965000;1209000.0;1650000.0;3373750.0;24;415750.0;0;0.0;0;5037000.0;0;0;0
1;8438000;0.0;0.0;10000000.0;30;435000.0;0;0.0;0;8438000.0;1;0;0
1;8995000;0.0;0.0;9567000.0;73;247000.0;0;0.0;0;0.0;1;0;0
2;11205000;0.0;0.0;5661000.0;48;184000.0;0;0.0;0;11205000.0;0;0;0
1;4584000;0.0;0.0;5000000.0;24;357000.0;0;0.0;0;0.0;1;0;0
1;6873000;6873000.0;0.0;6873000.0;1;6873000.0;0;0.0;0;6873000.0;0;0;0
1;5825000;5823000.0;0.0;2328000.0;24;135000.0;0;0.0;0;5825000.0;0;0;1
2;49948000;44033000.0;0.0;24662000.0;108;574500.0;0;0.0;0;0.0;0;0;0
1;7141000;0.0;0.0;13409000.0;36;504000.0;0;0.0;0;7141000.0;1;0;0
2;12463000;4957000.0;0.0;5450000.0;30;260000.0;0;0.0;0;12463000.0;0;0;1
2;23361000;0.0;0.0;18662000.0;63;253500.0;0;0.0;0;9924000.0;0;0;1
4;65958000;0.0;5000000.0;14695000.0;32;1088000.0;0;0.0;0;25808000.0;0;0;1
1;17021000;0.0;0.0;20852000.0;183;238000.0;0;0.0;0;0.0;1;0;0
1;25894000;60450000.0;0.0;30800000.0;1;60450000.0;0;0.0;0;25894000.0;0;0;0
1;5316000;0.0;12000000.0;0.0;3;2046000.0;0;0.0;0;0.0;1;0;0
1;4984000;0.0;8800000.0;0.0;3;2864000.0;0;0.0;0;0.0;0;0;1
1;24517000;0.0;0.0;24559000.0;129;401000.0;0;0.0;0;24517000.0;0;0;1
1;14239000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;1
12;348383000;7250000.0;4652666.66666666;22244417.333333302;56;996750.0;0;0.0;0;291846000.0;0;0;1
2;22800000;0.0;0.0;16000000.0;48;458500.0;0;0.0;0;22800000.0;1;0;0
1;21010000;1144000.0;0.0;21010000.0;108;238000.0;0;0.0;0;0.0;0;0;0
1;19245000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;1
1;23076000;0.0;0.0;26200000.0;120;343000.0;0;0.0;0;0.0;1;0;0
1;5369000;0.0;0.0;5613000.0;36;219000.0;0;0.0;0;5369000.0;0;0;0
1;6064000;0.0;0.0;6000000.0;60;175000.0;0;0.0;0;6064000.0;1;0;0
1;9459000;0.0;0.0;9216000.0;40;27000.0;0;0.0;0;9459000.0;0;0;0
1;18364000;0.0;0.0;19200000.0;132;309000.0;0;0.0;0;18364000.0;0;0;1
2;15189000;0.0;9900000.0;19060000.0;49;469000.0;0;0.0;0;5681000.0;1;0;0
1;5334000;0.0;0.0;6363000.0;6;1060000.0;0;0.0;0;5334000.0;1;0;0
1;5900000;0.0;0.0;6381000.0;72;303000.0;0;0.0;0;5900000.0;0;0;0
2;13165000;4656000.0;0.0;2328000.0;5;2418500.0;0;0.0;0;4656000.0;0;0;1
2;23700000;0.0;0.0;12155000.0;90;251000.0;0;0.0;0;23700000.0;1;0;0
4;143296000;0.0;0.0;37649250.0;64;926500.0;0;0.0;0;0.0;0;0;0
2;9935000;0.0;0.0;9088500.0;59;290500.0;0;0.0;0;9935000.0;0;0;1
1;4940000;6630000.0;0.0;3100000.0;5;4940000.0;0;0.0;0;4940000.0;0;0;0
1;4701000;0.0;0.0;4687000.0;72;0.0;0;0.0;0;4701000.0;0;0;1
1;19188000;0.0;0.0;26964000.0;120;159000.0;0;0.0;0;0.0;1;0;0
2;50861000;0.0;4025000.0;25000000.0;120;342000.0;0;0.0;0;44268000.0;1;0;0
1;6321000;0.0;0.0;6615000.0;39;213000.0;0;0.0;0;6321000.0;1;0;0
2;21854000;0.0;0.0;14179000.0;78;233000.0;0;0.0;0;21854000.0;1;0;0
1;8803000;0.0;0.0;16650000.0;0;0.0;0;0.0;0;8803000.0;1;0;0
1;26032000;26032000.0;0.0;26481000.0;48;964000.0;0;0.0;0;26032000.0;0;0;0
1;20934000;66941000.0;0.0;20934000.0;1;66941000.0;0;0.0;0;20934000.0;0;0;0
6;147137000;0.0;12200000.0;36820000.0;64;585000.0;0;0.0;0;125103000.0;1;0;0
4;45731000;0.0;9166666.66666666;20000000.0;60;455250.0;0;0.0;0;18713000.0;0;0;0
1;75435000;0.0;0.0;0.0;22;451000.0;0;0.0;0;0.0;0;0;0
1;6130000;0.0;0.0;19800000.0;60;440000.0;0;0.0;0;0.0;0;0;1
5;56013000;0.0;9478400.0;2279400.0;60;447200.0;0;0.0;0;11412000.0;0;0;1
1;68125000;0.0;0.0;0.0;18;296000.0;0;0.0;0;0.0;1;0;0
2;10534000;5017000.0;0.0;7458500.0;39;322500.0;0;0.0;0;10534000.0;0;0;1
1;6736000;0.0;0.0;7300000.0;60;183000.0;0;0.0;0;6736000.0;1;0;0
2;16653000;0.0;4500000.0;11552000.0;48;482500.0;0;0.0;0;10250000.0;0;0;1
1;59300000;0.0;0.0;59300000.0;240;566000.0;0;0.0;0;0.0;1;0;0
1;6573000;6573000.0;0.0;6573000.0;1;6573000.0;0;0.0;0;6573000.0;0;0;0
2;50755000;17626000.0;0.0;26933000.0;102;463500.0;0;0.0;0;13438000.0;0;0;0
1;73636000;0.0;0.0;74974000.0;96;1165000.0;0;0.0;0;73636000.0;1;0;0
1;7201000;0.0;0.0;7500000.0;60;204000.0;0;0.0;0;7201000.0;1;0;0
1;11294000;0.0;0.0;0.0;15;123000.0;0;0.0;0;0.0;1;0;0
1;46916000;1925000.0;0.0;57834000.0;59;1102000.0;0;0.0;0;46916000.0;0;0;0
2;55531000;0.0;2203000.0;26000000.0;121;384500.0;0;0.0;0;50692000.0;0;0;1
2;30767000;0.0;0.0;16278000.0;101;391500.0;0;0.0;0;30767000.0;0;0;0
1;5382000;5382000.0;0.0;5654000.0;41;138000.0;0;0.0;0;5382000.0;0;0;0
2;19257000;0.0;0.0;9750000.0;54;99000.0;0;0.0;0;19257000.0;1;0;0
1;4512000;0.0;0.0;5414000.0;30;180000.0;0;0.0;0;4512000.0;0;0;0
1;89066000;0.0;0.0;89000000.0;60;2874000.0;0;0.0;0;89066000.0;0;0;1
1;85936000;7351000.0;0.0;88900000.0;180;2808000.0;0;0.0;0;0.0;0;0;0
2;13878000;0.0;0.0;7000000.0;30;521500.0;0;0.0;0;0.0;0;0;1
1;22291000;0.0;0.0;18269000.0;94;237000.0;1;0.0;0;0.0;0;0;0
2;15042000;6062000.0;0.0;8390000.0;75;230000.0;0;0.0;0;8980000.0;0;0;0
1;8138000;322000.0;6600000.0;0.0;3;956000.0;0;0.0;0;0.0;0;0;0
2;114840000;4392000.0;0.0;57670000.0;207;680000.0;0;0.0;0;5445000.0;0;0;1
1;15472000;0.0;0.0;16000000.0;120;177000.0;0;0.0;0;15472000.0;1;0;0
1;7587000;0.0;0.0;8187000.0;42;185000.0;0;0.0;0;0.0;1;0;0
1;5500000;0.0;0.0;5500000.0;60;146000.0;0;0.0;0;5500000.0;0;0;1
1;6695000;0.0;0.0;8050000.0;36;314000.0;0;0.0;0;6695000.0;1;0;0
1;26484000;0.0;0.0;28579000.0;132;237000.0;0;0.0;0;0.0;1;0;0
3;22184000;19713000.0;1749999.5;10000000.0;0;7506000.0;0;0.0;0;9651000.0;0;0;0
2;28177000;0.0;0.0;17430500.0;97;593000.0;0;0.0;0;0.0;0;0;1
4;58048000;935000.0;4062500.0;10910250.0;66;558750.0;0;0.0;0;40408000.0;0;0;1
2;14270000;0.0;0.0;7251000.0;60;148500.0;0;0.0;0;14270000.0;1;0;0
4;102035000;3065000.0;2095000.0;26628000.0;64;941500.0;0;0.0;0;0.0;0;0;1
2;41970000;0.0;0.0;23845000.0;136;242500.0;0;0.0;0;4632000.0;0;0;1
1;11295000;0.0;0.0;11000000.0;72;311000.0;0;0.0;0;11295000.0;0;0;1
1;48992000;0.0;0.0;63000000.0;196;705000.0;0;0.0;0;0.0;0;0;1
2;30052000;19770000.0;0.0;13003000.0;24;3612500.0;0;0.0;0;30052000.0;0;0;1
1;47934000;0.0;0.0;48980000.0;84;1025000.0;0;0.0;0;47934000.0;0;0;0
2;164744000;0.0;25000000.0;75000000.0;180;2795000.0;0;0.0;0;0.0;0;0;1
2;30853000;0.0;24914500.0;11550000.0;53;797500.0;0;0.0;0;18178000.0;0;0;1
1;15537000;0.0;0.0;14973000.0;96;0.0;0;0.0;0;15537000.0;1;0;0
1;9436000;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0;0;0
1;15402000;0.0;0.0;20600000.0;78;460000.0;0;0.0;0;15402000.0;1;0;0
1;17573000;6590000.0;0.0;24164000.0;44;549000.0;0;0.0;0;17573000.0;0;0;0
1;39161000;0.0;0.0;40000000.0;36;1544000.0;0;0.0;0;39161000.0;0;0;0
1;16972000;10021000.0;0.0;20519000.0;41;471000.0;0;0.0;0;16972000.0;0;0;1
1;19882000;0.0;0.0;20000000.0;109;277000.0;0;0.0;0;0.0;1;0;0
2;21076000;21589000.0;0.0;7600000.0;7;10797500.0;0;0.0;0;21076000.0;0;0;0
